索引番号,食品名,エネルギー,たんぱく質,脂質,炭水化物,食塩相当量
345,だいず［全粒・全粒製品］いり大豆黒大豆,431,36.4,22,34.3,0
346,だいず［全粒・全粒製品］水煮缶詰黄大豆,124,12.9,6.7,7.7,0.5
347,だいず［全粒・全粒製品］蒸し大豆黄大豆,186,16.6,9.8,13.8,0.6
348,だいず［全粒・全粒製品］きな粉青大豆全粒大豆,424,37,22.8,29.3,0
349,だいず［全粒・全粒製品］きな粉青大豆脱皮大豆,418,36.6,24.6,28.3,0
350,だいず［全粒・全粒製品］きな粉黄大豆全粒大豆,451,36.7,25.7,28.5,0
351,だいず［全粒・全粒製品］きな粉黄大豆脱皮大豆,456,37.5,25.1,29.5,0
352,だいず［全粒・全粒製品］きな粉（砂糖入り）青きな粉,392,-18.5,-11.4,-64.3,0
353,だいず［全粒・全粒製品］きな粉（砂糖入り）きな粉,406,-18.3,-12.9,-63.9,0
354,だいず［全粒・全粒製品］大豆はいが,404,37.8,14.7,39.5,0
355,だいず［全粒・全粒製品］ぶどう豆,265,14.1,9.4,37,1.6
356,だいず［豆腐・油揚げ類］木綿豆腐,73,7,4.9,1.5,0
357,だいず［豆腐・油揚げ類］木綿豆腐（凝固剤：塩化マグネシウム）,73,7,4.9,1.5,0.1
358,だいず［豆腐・油揚げ類］木綿豆腐（凝固剤：硫酸カルシウム）,73,7,4.9,1.5,0
359,だいず［豆腐・油揚げ類］絹ごし豆腐,56,5.3,3.5,2,0
360,だいず［豆腐・油揚げ類］絹ごし豆腐（凝固剤：塩化マグネシウム）,56,5.3,3.5,2,0
361,だいず［豆腐・油揚げ類］絹ごし豆腐（凝固剤：硫酸カルシウム）,56,5.3,3.5,2,0
362,だいず［豆腐・油揚げ類］ソフト豆腐,56,5.1,3.3,2,0
363,だいず［豆腐・油揚げ類］充てん豆腐,56,5,3.1,2.5,0
364,だいず［豆腐・油揚げ類］沖縄豆腐,99,9.1,7.2,0.7,0.4
365,だいず［豆腐・油揚げ類］ゆし豆腐,47,4.3,2.8,1.7,0.6
366,だいず［豆腐・油揚げ類］焼き豆腐,82,7.8,5.7,1,0
367,だいず［豆腐・油揚げ類］生揚げ,143,10.7,11.3,0.9,0
368,だいず［豆腐・油揚げ類］油揚げ生,377,23.4,34.4,0.4,0
369,だいず［豆腐・油揚げ類］油揚げ油抜き生,266,18.2,23.4,0,0
370,だいず［豆腐・油揚げ類］油揚げ油抜きゆで,164,12.4,13.8,0.3,0
371,だいず［豆腐・油揚げ類］油揚げ油抜き焼き,361,24.9,32.2,0.7,0
372,だいず［豆腐・油揚げ類］油揚げ甘煮,231,11.2,13,19.1,1.2
373,だいず［豆腐・油揚げ類］がんもどき,223,15.3,17.8,1.6,0.5
374,だいず［豆腐・油揚げ類］凍り豆腐乾,496,50.5,34.1,4.2,1.1
375,だいず［豆腐・油揚げ類］凍り豆腐水煮,104,10.7,7.3,1.1,0.7
376,だいず［豆腐・油揚げ類］豆腐よう,183,9.5,8.3,19.1,1.9
377,だいず［豆腐・油揚げ類］豆腐竹輪蒸し,121,14.9,4.4,6.7,1.9
378,だいず［豆腐・油揚げ類］豆腐竹輪焼き,133,16.1,4.9,7.5,2.3
379,だいず［豆腐・油揚げ類］ろくじょう豆腐,332,34.7,21.5,3.8,11
380,だいず［納豆類］糸引き納豆,190,16.5,10,12.1,0
381,だいず［納豆類］挽きわり納豆,185,16.6,10,10.5,0
382,だいず［納豆類］五斗納豆,214,15.3,8.1,24,5.8
383,だいず［納豆類］寺納豆,248,18.6,8.1,31.5,14.2
384,だいず［その他］おから生,88,6.1,3.6,13.8,0
385,だいず［その他］おから乾燥,333,23.1,13.6,52.3,0
386,だいず［その他］豆乳豆乳,44,3.6,2,3.1,0
387,だいず［その他］豆乳調製豆乳,63,3.2,3.6,4.8,0.1
388,だいず［その他］豆乳豆乳飲料・麦芽コーヒー,59,2.2,2.2,7.8,0.1
389,だいず［その他］大豆たんぱく粒状大豆たんぱく,318,46.3,3,36.7,0
390,だいず［その他］大豆たんぱく濃縮大豆たんぱく,313,58.2,1.7,27.9,1.4
391,だいず［その他］大豆たんぱく分離大豆たんぱく塩分無調整タイプ,335,79.1,3,7.5,3.3
392,だいず［その他］大豆たんぱく分離大豆たんぱく塩分調整タイプ,335,79.1,3,7.5,1.6
393,だいず［その他］大豆たんぱく繊維状大豆たんぱく,365,59.3,5,25.2,3.6
394,だいず［その他］湯葉生,218,21.8,13.7,4.1,0
395,だいず［その他］湯葉干し乾,485,50.4,32.1,7.2,0
396,だいず［その他］湯葉干し湯戻し,151,15.7,10.6,0.1,0
397,だいず［その他］金山寺みそ,247,6.9,3.2,50,5.1
398,だいず［その他］ひしおみそ,198,6.5,2.7,38.8,4.8
399,だいず［その他］テンペ,180,15.8,9,15.4,0
400,つるあずき全粒乾,297,20.8,1.6,61.8,0
401,つるあずき全粒ゆで,132,9.7,1,27.5,0
402,ひよこまめ全粒乾,336,20,5.2,61.5,0
403,ひよこまめ全粒ゆで,149,9.5,2.5,27.4,0
404,ひよこまめ全粒フライ味付け,366,18.8,10.4,62.6,1.8
405,べにばないんげん全粒乾,273,17.2,1.7,61.2,0
406,べにばないんげん全粒ゆで,103,6.2,0.6,22.3,0
407,やぶまめ乾,383,23.4,10.1,49.5,0
408,らいまめ全粒乾,306,21.9,1.8,60.8,0
409,らいまめ全粒ゆで,122,9.6,0.9,26,0
410,りょくとう全粒乾,319,25.1,1.5,59.1,0
411,りょくとう全粒ゆで,125,10.2,0.6,22.5,0
412,レンズまめ全粒乾,313,23.2,1.5,60.7,0
413,レンズまめ全粒ゆで,149,11.2,0.8,29.1,0
414,アーモンド乾,609,19.6,51.8,20.9,0
415,アーモンドフライ味付け,626,21.3,55.7,17.9,0.3
416,アーモンドいり無塩,608,20.3,54.1,20.7,0
417,あさ乾,450,29.9,28.3,31.7,0
418,あまにいり,540,21.8,43.3,30.4,0.2
419,えごま乾,523,17.7,43.4,29.4,0
420,カシューナッツフライ味付け,591,19.8,47.6,26.7,0.6
421,かぼちゃいり味付け,590,26.5,51.8,12,0.1
422,かやいり,629,8.7,64.9,22.6,0
423,ぎんなん生,168,4.7,1.6,34.8,0
424,ぎんなんゆで,169,4.6,1.5,35.8,0
425,（くり類）日本ぐり生,147,2.8,0.5,36.9,0
426,（くり類）日本ぐりゆで,152,3.5,0.6,36.7,0
427,（くり類）日本ぐり甘露煮,232,1.8,0.4,56.8,0
428,（くり類）中国ぐり甘ぐり,207,4.9,0.9,48.5,0
429,くるみいり,713,14.6,68.8,11.7,0
430,けし乾,555,19.3,49.1,21.8,0
431,ココナッツココナッツパウダー,676,6.1,65.8,23.7,0
432,ごま乾,604,19.8,53.8,16.5,0
433,ごまいり,605,20.3,54.2,18.5,0
434,ごまむき,570,19.3,54.9,18.8,0
435,ごまねり,646,19,61,15.6,0
436,しい生,244,3.2,0.8,57.6,0
437,すいかいり味付け,528,29.6,46.4,13.4,1.5
438,チアシード乾,446,19.4,33.9,34.5,0
439,とち蒸し,148,1.7,1.9,34.2,0.6
440,はす未熟生,81,5.9,0.5,14.9,0
441,はす成熟乾,327,18.3,2.3,64.3,0
442,はす成熟ゆで,118,7.3,0.8,25,0
443,（ひし類）ひし生,183,5.8,0.5,40.6,0
444,（ひし類）とうびし生,122,2.7,0.4,31.4,0
445,（ひし類）とうびしゆで,121,2.7,0.3,30.5,0
446,ピスタチオいり味付け,617,17.4,56.1,20.9,0.7
447,ひまわりフライ味付け,587,20.1,56.3,17.2,0.6
449,ブラジルナッツフライ味付け,703,14.9,69.1,9.6,0.2
450,ヘーゼルナッツフライ味付け,701,13.6,69.3,13.9,0.1
452,ペカンフライ味付け,716,9.6,73.4,13.3,0.4
453,マカダミアナッツいり味付け,751,8.3,76.7,12.2,0.5
454,まつ生,645,15.8,68.2,10.6,0
455,まついり,668,14.6,72.5,8.1,0
456,らっかせい大粒種乾,572,25.2,47,19.4,0
457,らっかせい大粒種いり,613,25,49.6,21.3,0
458,らっかせい小粒種乾,573,25.4,47.5,18.8,0
459,らっかせい小粒種いり,607,26.5,49.4,19.6,0
460,らっかせいバターピーナッツ,609,23.3,53.2,18.3,0.3
461,らっかせいピーナッツバター,599,20.6,50.4,24.9,0.9
462,アーティチョーク花らい生,39,2.3,0.2,11.3,0.1
463,アーティチョーク花らいゆで,35,2.1,0.1,10.8,0
464,あさつき葉生,34,4.2,0.3,5.6,0
465,あさつき葉ゆで,41,4.2,0.3,7.3,0
466,あしたば茎葉生,30,3.3,0.1,6.7,0.2
467,あしたば茎葉ゆで,28,2.9,0.1,6.6,0.1
468,アスパラガス若茎生,21,2.6,0.2,3.9,0
469,アスパラガス若茎ゆで,25,2.6,0.1,4.6,0
470,アスパラガス若茎油いため,54,2.9,3.9,4.1,0
471,アスパラガス水煮缶詰,24,2.4,0.1,4.3,0.9
472,アロエ葉生,3,0,0.1,0.7,0
473,いんげんまめさやいんげん若ざや生,23,1.8,0.1,5.1,0
474,いんげんまめさやいんげん若ざやゆで,25,1.8,0.2,5.5,0
475,（うど類）うど茎生,19,0.8,0.1,4.3,0
476,（うど類）うど茎水さらし,13,0.6,0,3.4,0
477,（うど類）やまうど茎生,19,1.1,0.1,4.3,0
478,うるい葉生,19,1.9,0.4,4,0
479,えだまめ生,125,11.7,6.2,8.8,0
480,えだまめゆで,118,11.5,6.1,8.9,0
481,えだまめ冷凍,143,13,7.6,10.6,0
482,エンダイブ葉生,14,1.2,0.2,2.9,0.1
483,（えんどう類）トウミョウ茎葉生,28,3.8,0.4,4,0
484,（えんどう類）トウミョウ芽ばえ生,27,3.8,0.4,3.2,0
485,（えんどう類）トウミョウ芽ばえゆで,28,3.6,0.6,3.8,0
486,（えんどう類）トウミョウ芽ばえ油いため,84,5,5.9,4.3,0
487,（えんどう類）さやえんどう若ざや生,38,3.1,0.2,7.5,0
488,（えんどう類）さやえんどう若ざやゆで,36,3.2,0.2,7,0
489,（えんどう類）スナップえんどう若ざや生,47,2.9,0.1,9.9,0
490,（えんどう類）グリンピース生,76,6.9,0.4,15.3,0
491,（えんどう類）グリンピースゆで,99,8.3,0.2,18.5,0
492,（えんどう類）グリンピース冷凍,80,5.8,0.7,17.1,0
493,（えんどう類）グリンピース冷凍ゆで,82,6.2,0.7,17.8,0
494,（えんどう類）グリンピース冷凍油いため,114,6.3,4.6,18.2,0
495,（えんどう類）グリンピース水煮缶詰,82,3.6,0.4,19.7,0.8
496,おおさかしろな葉生,12,1.4,0.2,2.2,0.1
497,おおさかしろな葉ゆで,16,1.6,0.3,3.1,0.1
498,おおさかしろな塩漬,19,1.3,0.3,4.5,1.6
499,おかひじき茎葉生,16,1.4,0.2,3.4,0.1
500,おかひじき茎葉ゆで,16,1.2,0.1,3.8,0.2
501,オクラ果実生,26,2.1,0.2,6.6,0
502,オクラ果実ゆで,29,2.1,0.1,7.6,0
503,かぶ葉生,20,2.3,0.1,3.9,0.1
504,かぶ葉ゆで,20,2.3,0.1,4.4,0
505,かぶ根皮つき生,18,0.7,0.1,4.6,0
506,かぶ根皮つきゆで,18,0.7,0.1,4.7,0
507,かぶ根皮なし生,19,0.6,0.1,4.8,0
508,かぶ根皮なしゆで,20,0.6,0.1,5,0
509,かぶ漬物塩漬葉,27,2.3,0.2,6,2.3
510,かぶ漬物塩漬根皮つき,21,1,0.2,4.9,2.8
511,かぶ漬物塩漬根皮なし,19,0.8,0.1,4.7,4.3
512,かぶ漬物ぬかみそ漬葉,35,3.3,0.1,7.1,3.8
513,かぶ漬物ぬかみそ漬根皮つき,27,1.5,0.1,5.9,2.2
514,かぶ漬物ぬかみそ漬根皮なし,31,1.4,0.1,6.9,6.9
515,（かぼちゃ類）日本かぼちゃ果実生,41,1.6,0.1,10.9,0
516,（かぼちゃ類）日本かぼちゃ果実ゆで,50,1.9,0.1,13.3,0
517,（かぼちゃ類）西洋かぼちゃ果実生,78,1.9,0.3,20.6,0
518,（かぼちゃ類）西洋かぼちゃ果実ゆで,80,1.6,0.3,21.3,0
519,（かぼちゃ類）西洋かぼちゃ果実焼き,105,2.5,0.4,27.7,0
520,（かぼちゃ類）西洋かぼちゃ果実冷凍,75,2.2,0.3,18.5,0
521,（かぼちゃ類）そうめんかぼちゃ果実生,25,0.7,0.1,6.1,0
522,からしな葉生,26,3.3,0.1,4.7,0.2
523,からしな塩漬,36,4,0.1,7.2,2.5
524,カリフラワー花序生,28,3,0.1,5.2,0
525,カリフラワー花序ゆで,26,2.7,0.1,5.1,0
526,かんぴょう乾,239,6.3,0.2,68.1,0
527,かんぴょうゆで,21,0.7,0,7.2,0
528,かんぴょう甘煮,146,2.3,0.2,36.5,3.1
529,きく花びら生,25,1.4,0,6.5,0
530,きく花びらゆで,21,1,0,5.7,0
531,きく菊のり,283,11.6,0.2,73.5,0
532,（キャベツ類）キャベツ結球葉生,21,1.3,0.2,5.2,0
533,（キャベツ類）キャベツ結球葉ゆで,19,0.9,0.2,4.6,0
534,（キャベツ類）キャベツ結球葉油いため,78,1.6,6,5.9,0
535,（キャベツ類）グリーンボール結球葉生,20,1.4,0.1,4.3,0
536,（キャベツ類）レッドキャベツ結球葉生,30,2,0.1,6.7,0
537,きゅうり果実生,13,1,0.1,3,0
538,きゅうり漬物塩漬,17,1,0.1,3.7,2.5
539,きゅうり漬物しょうゆ漬,51,3.2,0.4,10.8,4.1
540,きゅうり漬物ぬかみそ漬,28,1.5,0.1,6.2,5.3
541,きゅうり漬物ピクルススイート型,70,0.3,0.1,18.3,1.1
542,きゅうり漬物ピクルスサワー型,13,1.4,0,2.5,2.5
543,ぎょうじゃにんにく葉生,35,3.5,0.2,6.6,0
544,キンサイ茎葉生,16,1.1,0.4,3.5,0.1
545,キンサイ茎葉ゆで,15,1.1,0.4,3.5,0.1
546,クレソン茎葉生,13,2.1,0.1,2.5,0.1
547,くわい塊茎生,128,6.3,0.1,26.6,0
548,くわい塊茎ゆで,129,6.2,0.1,27.2,0
549,ケール葉生,26,2.1,0.4,5.6,0
550,コールラビ球茎生,21,1,0,5.1,0
551,コールラビ球茎ゆで,20,1,0,5.2,0
552,こごみ若芽生,25,3,0.2,5.3,0
553,ごぼう根生,58,1.8,0.1,15.4,0
554,ごぼう根ゆで,50,1.5,0.2,13.7,0
555,こまつな葉生,13,1.5,0.2,2.4,0
556,こまつな葉ゆで,14,1.6,0.1,3,0
557,コリアンダー葉生,18,1.4,0.4,4.6,0
558,ザーサイ漬物,20,2.5,0.1,4.6,13.7
559,さんとうさい葉生,12,1,0.2,2.7,0
560,さんとうさい葉ゆで,14,1.4,0.3,2.9,0
561,さんとうさい塩漬,18,1.5,0.3,4,2.3
562,しかくまめ若ざや生,19,2.4,0.1,3.8,0
563,ししとう果実生,25,1.9,0.3,5.7,0
564,ししとう果実油いため,51,1.9,3.2,5.8,0
565,しそ葉生,32,3.9,0.1,7.5,0
566,しそ実生,32,3.4,0.1,8.9,0
567,じゅうろくささげ若ざや生,22,2.5,0.1,4.8,0
568,じゅうろくささげ若ざやゆで,28,2.8,0.1,6.2,0
569,しゅんぎく葉生,20,2.3,0.3,3.9,0.2
570,しゅんぎく葉ゆで,25,2.7,0.5,4.5,0.1
571,じゅんさい若葉水煮びん詰,4,0.4,0,1,0
572,（しょうが類）葉しょうが根茎生,9,0.5,0.2,2.1,0
573,（しょうが類）しょうが根茎皮なし生,28,0.9,0.3,6.6,0
574,（しょうが類）しょうが根茎皮なし生おろし,58,0.7,0.8,16,0
575,（しょうが類）しょうが根茎皮なし生おろし汁,17,0.4,0.3,3.5,0
576,（しょうが類）しょうが漬物酢漬,17,0.3,0.2,3.9,3.3
577,（しょうが類）しょうが漬物甘酢漬,47,0.2,0.4,10.7,2
578,（しょうが類）新しょうが根茎生,10,0.3,0.3,2.7,0
579,しろうり果実生,15,0.9,0.1,3.3,0
580,しろうり漬物塩漬,15,1,0.1,3.7,2
581,しろうり漬物奈良漬,216,4.6,0.2,40,4.8
582,ずいき生ずいき生,15,0.5,0,4.1,0
583,ずいき生ずいきゆで,10,0.4,0,3.1,0
584,ずいき干しずいき乾,232,6.6,0.4,63.5,0
585,ずいき干しずいきゆで,9,0.5,0,3.4,0
586,すいぜんじな葉生,16,0.6,0.6,3.4,0
587,すぐきな葉生,23,1.9,0.2,5.4,0.1
588,すぐきな根生,19,0.6,0.1,4.7,0.1
589,すぐきなすぐき漬,30,2.6,0.7,6.1,2.2
590,ズッキーニ果実生,16,1.3,0.1,2.8,0
591,せり茎葉生,17,2,0.1,3.3,0
592,せり茎葉ゆで,17,2.1,0.1,3.4,0
593,セロリ葉柄生,12,0.4,0.1,3.6,0.1
594,ぜんまい生ぜんまい若芽生,27,1.7,0.1,6.6,0
595,ぜんまい生ぜんまい若芽ゆで,17,1.1,0.4,4.1,0
596,ぜんまい干しぜんまい干し若芽乾,277,14.6,0.6,70.8,0.1
597,ぜんまい干しぜんまい干し若芽ゆで,25,1.7,0.1,6.8,0
598,そらまめ未熟豆生,102,10.9,0.2,15.5,0
599,そらまめ未熟豆ゆで,103,10.5,0.2,16.9,0
600,タアサイ葉生,12,1.3,0.2,2.2,0.1
601,タアサイ葉ゆで,11,1.1,0.2,2.3,0.1
602,（だいこん類）かいわれだいこん芽ばえ生,21,2.1,0.5,3.3,0
603,（だいこん類）葉だいこん葉生,17,2,0.2,3.3,0.1
604,（だいこん類）だいこん葉生,23,2.2,0.1,5.3,0.1
605,（だいこん類）だいこん葉ゆで,24,2.2,0.1,5.4,0.1
606,（だいこん類）だいこん根皮つき生,15,0.5,0.1,4.1,0
607,（だいこん類）だいこん根皮つきゆで,15,0.4,0,4.5,0
608,（だいこん類）だいこん根皮なし生,15,0.4,0.1,4.1,0
609,（だいこん類）だいこん根皮なし生おろし,25,0.6,0.2,8,0.1
610,（だいこん類）だいこん根皮なし生おろし汁,12,0.3,0,2.7,0.1
611,（だいこん類）だいこん根皮なし生おろし水洗い,23,0.6,0.1,7.2,0.1
612,（だいこん類）だいこん根皮なしゆで,15,0.5,0.1,4,0
613,（だいこん類）切干しだいこん乾,280,9.7,0.8,69.7,0.5
614,（だいこん類）切干しだいこんゆで,13,0.9,0.1,4.1,0
615,（だいこん類）切干しだいこん油いため,78,1.5,6,7.6,0
616,（だいこん類）漬物いぶりがっこ,76,1.1,0.3,21,3.5
617,（だいこん類）漬物ぬかみそ漬,29,1.3,0.1,6.7,3.8
618,（だいこん類）漬物たくあん漬塩押しだいこん漬,43,0.6,0.3,10.8,3.3
619,（だいこん類）漬物たくあん漬干しだいこん漬,23,1.9,0.1,5.5,2.5
620,（だいこん類）漬物守口漬,194,5.3,0.2,44.3,3.6
621,（だいこん類）漬物べったら漬,53,0.4,0.2,13.1,2.8
622,（だいこん類）漬物みそ漬,52,2.1,0.3,11.4,7.2
623,（だいこん類）漬物福神漬,137,2.7,0.1,33.3,5.1
624,（たいさい類）つまみな葉生,19,1.9,0.3,3.6,0.1
625,（たいさい類）たいさい葉生,15,0.9,0.1,3.5,0.1
626,（たいさい類）たいさい塩漬,19,1.6,0.1,4.3,1.8
627,たかな葉生,21,1.8,0.2,4.2,0.1
628,たかなたかな漬,30,1.9,0.6,6.2,4
629,たけのこ若茎生,27,3.6,0.2,4.3,0
630,たけのこ若茎ゆで,31,3.5,0.2,5.5,0
631,たけのこ水煮缶詰,22,2.7,0.2,4,0
632,たけのこめんま塩蔵塩抜き,15,1,0.5,3.6,0.9
633,（たまねぎ類）たまねぎりん茎生,33,1,0.1,8.4,0
634,（たまねぎ類）たまねぎりん茎水さらし,24,0.6,0.1,6.1,0
635,（たまねぎ類）たまねぎりん茎ゆで,30,0.8,0.1,7.3,0
636,（たまねぎ類）たまねぎりん茎油いため,100,1.4,5.9,12,0
637,（たまねぎ類）たまねぎりん茎油いため（あめ色たまねぎ）,208,3.2,6.8,34.1,0
638,（たまねぎ類）赤たまねぎりん茎生,34,0.9,0.1,9,0
639,（たまねぎ類）葉たまねぎりん茎及び葉生,33,1.8,0.4,7.6,0
640,たらのめ若芽生,27,4.2,0.2,4.3,0
641,たらのめ若芽ゆで,27,4,0.2,4.1,0
642,チコリ若芽生,17,1,0,3.9,0
643,ちぢみゆきな葉生,35,3.6,0.6,5.7,0
644,ちぢみゆきな葉ゆで,34,3.8,0.7,5.2,0
645,チンゲンサイ葉生,9,0.6,0.1,2,0.1
646,チンゲンサイ葉ゆで,11,0.9,0.1,2.4,0.1
647,チンゲンサイ葉油いため,36,0.8,3.2,2.2,0.1
648,つくし胞子茎生,31,3.5,0.1,8.1,0
649,つくし胞子茎ゆで,28,3.4,0.1,6.7,0
650,つるな茎葉生,15,1.8,0.1,2.8,0
651,つるにんじん根生,55,1,0.7,19.8,0
652,つるむらさき茎葉生,11,0.7,0.2,2.6,0
653,つるむらさき茎葉ゆで,12,0.9,0.2,3.2,0
654,つわぶき葉柄生,19,0.4,0,5.6,0.3
655,つわぶき葉柄ゆで,14,0.3,0,4.4,0.1
656,とうがらし葉･果実生,32,3.4,0.1,7.2,0
657,とうがらし葉･果実油いため,81,4,4.9,8.5,0
658,とうがらし果実生,72,3.9,3.4,16.3,0
659,とうがらし果実乾,270,14.7,12,58.4,0
660,とうがん果実生,15,0.5,0.1,3.8,0
661,とうがん果実ゆで,15,0.6,0.1,3.7,0
662,（とうもろこし類）スイートコーン未熟種子生,89,3.6,1.7,16.8,0
663,（とうもろこし類）スイートコーン未熟種子ゆで,95,3.5,1.7,18.6,0
664,（とうもろこし類）スイートコーン未熟種子電子レンジ調理,104,4.2,2.2,19.1,0
665,（とうもろこし類）スイートコーン未熟種子穂軸つき冷凍,96,3.5,1.5,18.7,0
666,（とうもろこし類）スイートコーン未熟種子カーネル冷凍,91,2.9,1.3,19.8,0
667,（とうもろこし類）スイートコーン未熟種子カーネル冷凍ゆで,92,2.8,1.5,18.7,0
